No.,구분,년월,주차,사번,이름,직급,사업장,부서명,월,화,수,목,금,토,일,주확정근무시간,평일확정근무시간,법정휴게시간,비업무_기타,비업무,비업무(중식)
1485,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),00100124,송소율,S4(대리),거제,구매팀,511,500,493,456,518,0,0,2477,2477,272,0,155,300
1486,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),00100125,장준서,전문연구원,구미,기구설계팀,536,524,578,568,560,0,0,2767,2767,214,0,161,300
1487,모성보호대상자,202606,4주차(06월 22일~06월 28일),00100126,류준서,S5(과장),구미,해양SW1팀,541,532,559,511,529,0,0,2671,2671,209,0,251,300
1488,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100127,홍재현,S4(대리),구미,구매팀,481,520,461,469,401,0,0,2332,2332,306,0,270,300
1489,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),00100128,권가은,S6(차장),구미,소나개발팀,533,530,484,502,508,0,0,2558,2558,307,0,129,300
1490,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100129,류준서,S3(사원),구미,기구설계팀,535,531,517,542,523,0,0,2648,2648,295,0,193,300
1491,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100130,배민준,책임연구원,거제,품질팀,511,490,471,477,527,0,0,2476,2476,265,0,189,300
1492,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100131,한하윤,S3(사원),판교,전략기획팀,539,548,542,573,526,0,0,2728,2728,199,0,157,300
1493,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100132,김동현,S3(사원),구미,기구설계팀,537,535,536,572,548,257,0,2986,2728,264,0,273,300
1494,재량 근로시간제,202606,4주차(06월 22일~06월 28일),00100133,황予진,S5(과장),구미,품질팀,476,499,525,482,509,0,0,2491,2491,291,0,100,300
1495,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),00100134,송유진,S3(사원),판교,Smart Vessel사업팀,485,497,509,491,503,0,0,2486,2486,272,0,104,300
1496,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),00100135,임민재,S6(차장),판교,구매팀,473,485,464,453,494,0,0,2370,2370,227,0,212,300
1497,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100136,김가은,책임연구원,판교,기구설계팀,525,542,540,529,583,0,0,2720,2720,186,0,176,300
1498,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100137,강서윤,S6(차장),판교,구매팀,488,481,482,451,466,174,0,2542,2368,257,0,141,300
1499,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100138,강지민,S3(사원),거제,Smart Vessel사업팀,508,508,485,508,529,0,0,2538,2538,288,0,107,300
1500,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),00100139,류가은,S3(사원),구미,R&D 1팀,473,483,511,473,520,0,0,2459,2459,227,0,250,300
1501,"선택적 근로시간제,탄력적 근로시간제",202606,4주차(06월 22일~06월 28일),00100140,박재현,S7(부장),구미,해양SW1팀,541,498,510,565,505,0,107,2726,2620,274,0,189,300
1502,"선택적 근로시간제,탄력적 근로시간제",202606,4주차(06월 22일~06월 28일),00100141,황동현,S5(과장),구미,해양SW2팀,437,511,532,541,444,0,0,2465,2465,199,0,219,300
1503,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100142,강우진,S3(사원),구미,구매팀,499,464,554,517,446,0,0,2480,2480,238,0,274,300
1504,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100143,조도윤,S6(차장),판교,전략기획팀,538,536,537,541,483,0,0,2635,2635,291,0,147,300
1505,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100144,조도윤,S5(과장),구미,R&D 1팀,490,430,451,468,461,0,0,2300,2300,257,0,202,300
1506,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100145,권나윤,수석연구원,거제,소나개발팀,491,495,470,501,493,0,0,2450,2450,296,0,80,300
1507,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100146,권승우,S6(차장),거제,기구설계팀,547,572,548,557,520,0,0,2744,2744,250,0,206,300
1508,재량 근로시간제,202606,4주차(06월 22일~06월 28일),00100147,전다인,S3(사원),거제,소나개발팀,548,475,505,546,495,0,0,2569,2569,195,0,106,300
1509,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100148,오유진,전문연구원,거제,경영지원팀,506,516,509,544,542,0,0,2618,2618,287,0,270,300
1510,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100149,박동현,전문연구원,거제,R&D 1팀,406,455,501,457,463,0,0,2281,2281,304,0,207,300
1511,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100150,홍지민,전문연구원,구미,R&D 1팀,524,469,479,466,502,0,0,2440,2440,269,0,193,300
1512,모성보호대상자,202606,4주차(06월 22일~06월 28일),00100151,조지민,S3(사원),서울2,Smart Vessel사업팀,484,478,510,516,510,0,0,2498,2498,255,0,164,300
1513,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100152,배우진,선임연구원,구미,경영지원팀,559,479,559,553,548,0,0,2698,2698,234,0,339,300
1514,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100153,전수아,S3(사원),거제,품질팀,472,495,502,467,509,0,0,2446,2446,278,0,123,300
1515,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100154,조건우,수석연구원,구미,경영지원팀,522,508,559,531,515,0,0,2635,2635,209,0,351,300
1516,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100155,강수아,S6(차장),구미,해양SW2팀,457,463,424,462,453,0,0,2259,2259,233,0,274,300
1517,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100156,안하은,S6(차장),구미,구매팀,461,465,487,518,496,0,0,2428,2428,289,0,131,300
1518,모성보호대상자,202606,4주차(06월 22일~06월 28일),00100157,구재현,S6(차장),서울2,품질팀,520,470,519,509,532,0,0,2551,2551,224,0,129,300
1519,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100158,장태윤,S4(대리),거제,R&D 1팀,493,482,493,524,464,0,0,2456,2456,305,0,304,300
1520,재량 근로시간제,202606,4주차(06월 22일~06월 28일),00100159,윤예린,선임연구원,구미,전략기획팀,491,496,545,518,553,0,0,2603,2603,187,0,127,300
1521,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100160,류동현,S6(차장),구미,소나개발팀,493,511,494,533,493,0,0,2524,2524,263,0,123,300
1522,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),00100161,신가은,S7(부장),구미,소나개발팀,497,522,521,481,476,0,0,2497,2497,259,0,147,300
1523,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100162,이민준,수석연구원,거제,해양SW1팀,530,540,542,565,611,0,0,2788,2788,189,0,196,300
1524,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100163,류나윤,S6(차장),구미,기구설계팀,512,540,515,493,526,0,0,2587,2587,277,0,111,300
1525,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100164,김채원,S6(차장),구미,해양SW2팀,478,515,502,494,487,0,0,2476,2476,227,0,284,300
1526,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100165,장은서,S7(부장),구미,경영지원팀,572,544,490,523,564,0,0,2692,2692,256,0,436,300
1527,재량 근로시간제,202606,4주차(06월 22일~06월 28일),00100166,전승우,전문연구원,구미,소나개발팀,541,521,493,533,516,0,0,2604,2604,251,0,139,300
1528,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100167,이하은,S6(차장),판교,R&D 1팀,467,496,461,492,485,0,0,2401,2401,245,0,248,300
1529,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),00100168,최민준,S5(과장),구미,구매팀,471,489,459,477,451,0,0,2347,2347,250,0,221,300
1530,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100169,안민재,S6(차장),구미,해양SW2팀,468,497,500,443,473,0,0,2381,2381,308,0,335,300
1531,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100170,황민준,전문연구원,거제,해양SW1팀,551,568,560,548,508,0,0,2736,2736,197,0,174,300
1532,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),00100171,권예린,S4(대리),판교,구매팀,542,488,471,499,484,0,0,2484,2484,214,0,267,300
1533,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100172,구건우,S4(대리),구미,Smart Vessel사업팀,516,459,534,491,514,0,0,2514,2514,260,0,104,300
1534,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),00100173,안건우,S7(부장),거제,기구설계팀,556,541,478,550,562,0,0,2687,2687,246,0,141,300
1535,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100174,윤준서,S4(대리),구미,해양SW2팀,483,479,493,479,444,0,0,2378,2378,208,0,171,300
1536,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),00100175,서予진,책임연구원,구미,품질팀,536,533,499,532,503,0,0,2602,2602,203,0,195,300
1537,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100176,윤나윤,S5(과장),판교,R&D 1팀,486,505,512,485,459,0,0,2447,2447,257,0,246,300
1538,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100177,정도윤,전문연구원,거제,구매팀,498,484,459,475,470,0,0,2386,2386,296,0,206,300
1539,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100178,구서연,S3(사원),거제,Smart Vessel사업팀,487,458,475,529,470,0,0,2419,2419,187,0,174,300
1540,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),00100179,이지훈,S3(사원),판교,해양SW1팀,542,571,598,529,573,0,0,2813,2813,310,0,221,300
1541,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100180,배지훈,수석연구원,구미,품질팀,533,558,520,593,546,0,0,2750,2750,268,0,219,300
1542,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100181,이유진,수석연구원,구미,구매팀,470,511,454,464,451,0,0,2350,2350,203,0,129,300
1543,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),00100182,홍다은,전문연구원,거제,기구설계팀,569,542,569,457,539,0,0,2676,2676,195,0,135,300
1544,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100183,임하은,S4(대리),거제,품질팀,519,526,541,533,482,0,0,2601,2601,207,0,110,300
1545,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100184,황현우,S7(부장),서울2,품질팀,544,538,518,524,501,0,0,2624,2624,233,0,209,300
1546,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),00100185,최성민,S6(차장),판교,소나개발팀,485,491,476,516,532,0,0,2501,2501,227,0,104,300
1547,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100186,박현우,S5(과장),거제,소나개발팀,493,532,459,503,463,0,0,2450,2450,226,0,125,300
1548,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100187,이민준,S3(사원),거제,소나개발팀,458,482,505,494,545,0,0,2485,2485,252,0,157,300
1549,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),00100188,황성민,S4(대리),거제,Smart Vessel사업팀,525,496,523,484,511,0,0,2539,2539,240,0,79,300
1550,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100189,조우진,책임연구원,구미,R&D 1팀,458,521,494,525,527,0,0,2524,2524,197,0,204,300
1551,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100190,구재현,S5(과장),서울2,Smart Vessel사업팀,481,493,437,481,511,0,0,2403,2403,184,0,142,300
1552,재량 근로시간제,202606,4주차(06월 22일~06월 28일),00100191,박서윤,S6(차장),구미,품질팀,538,548,533,538,556,0,0,2714,2714,232,0,214,300
1553,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100192,송시우,수석연구원,구미,소나개발팀,487,538,488,467,499,0,130,2609,2479,285,0,139,300
1554,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),00100193,구도윤,S4(대리),서울2,해양SW2팀,454,467,478,463,478,0,0,2339,2339,257,0,320,300
1555,재량 근로시간제,202606,4주차(06월 22일~06월 28일),00100194,송동현,S4(대리),거제,품질팀,521,475,553,563,510,0,0,2622,2622,299,0,177,300
1556,모성보호대상자,202606,4주차(06월 22일~06월 28일),00100195,한다인,S3(사원),판교,경영지원팀,500,524,514,485,550,0,0,2575,2575,240,0,254,300
1557,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100196,전하윤,S6(차장),거제,해양SW2팀,463,500,467,472,496,0,0,2398,2398,248,0,256,300
1558,"선택적 근로시간제,탄력적 근로시간제",202606,4주차(06월 22일~06월 28일),00100197,윤동현,S7(부장),판교,해양SW2팀,521,482,520,481,522,0,0,2526,2526,187,0,231,300
1559,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100198,배재현,책임연구원,서울2,기구설계팀,512,515,563,550,544,0,0,2684,2684,275,0,130,300
1560,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100199,신수아,S3(사원),서울2,해양SW1팀,584,547,548,554,538,0,0,2771,2771,248,0,224,300
1561,재량 근로시간제,202606,4주차(06월 22일~06월 28일),00100200,김은서,S3(사원),구미,Smart Vessel사업팀,469,503,508,538,489,0,0,2507,2507,200,0,113,300
1562,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),00100201,권서연,수석연구원,판교,구매팀,482,453,467,500,495,0,0,2398,2398,203,0,241,300
1563,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100202,신민재,S3(사원),판교,전략기획팀,539,473,484,493,440,0,0,2429,2429,281,0,173,300
1564,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100203,권서윤,전문연구원,판교,전략기획팀,555,552,480,530,516,0,0,2633,2633,182,0,237,300
1565,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),00100204,구시우,S4(대리),판교,Smart Vessel사업팀,491,457,492,489,461,0,0,2391,2391,230,0,111,300
1566,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),00100205,안예린,S4(대리),거제,구매팀,436,455,437,492,497,0,0,2317,2317,263,0,260,300
1567,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100206,최도윤,수석연구원,판교,품질팀,577,512,511,548,514,0,0,2662,2662,200,0,193,300
1568,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100207,안성민,S4(대리),구미,해양SW2팀,470,514,497,532,494,0,0,2508,2508,189,0,312,300
1569,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100208,김가은,S3(사원),거제,전략기획팀,502,500,544,497,559,0,0,2603,2603,229,0,212,300
1570,재량 근로시간제,202606,4주차(06월 22일~06월 28일),00100209,강은서,S5(과장),판교,구매팀,499,449,510,539,463,0,0,2460,2460,190,0,310,300
1571,재량 근로시간제,202606,4주차(06월 22일~06월 28일),00100210,장수아,S5(과장),판교,Smart Vessel사업팀,473,538,473,536,485,0,0,2504,2504,191,0,131,300
1572,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100211,구성민,S5(과장),구미,소나개발팀,537,471,463,522,506,0,0,2499,2499,189,0,89,300
1573,재량 근로시간제,202606,4주차(06월 22일~06월 28일),00100212,안우진,S6(차장),구미,Smart Vessel사업팀,497,476,475,488,526,0,0,2461,2461,274,0,127,300
1574,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100213,박준서,선임연구원,거제,구매팀,491,478,482,497,484,0,0,2432,2432,238,0,235,300
1575,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100214,배민재,S5(과장),판교,R&D 1팀,500,519,508,494,516,0,0,2537,2537,253,0,243,300
1576,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100215,황성민,S5(과장),판교,기구설계팀,503,542,496,503,488,0,0,2532,2532,278,0,123,300
1577,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100216,신예린,전문연구원,구미,해양SW2팀,497,451,451,513,498,0,0,2410,2410,280,0,224,300
1578,"선택적 근로시간제,탄력적 근로시간제",202606,4주차(06월 22일~06월 28일),00100217,황서윤,S5(과장),구미,기구설계팀,532,572,536,533,547,142,0,2862,2720,191,0,112,300
1579,재량 근로시간제,202606,4주차(06월 22일~06월 28일),00100218,서하은,S6(차장),거제,Smart Vessel사업팀,490,468,534,525,524,0,0,2540,2540,215,0,181,300
1580,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100219,오민준,S3(사원),서울2,전략기획팀,511,528,548,564,559,0,0,2711,2711,283,0,177,300
1581,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),00100220,최하윤,S6(차장),서울2,해양SW2팀,506,484,484,496,489,132,0,2591,2459,288,0,267,300
1582,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100221,서시우,수석연구원,판교,해양SW1팀,501,523,488,557,524,137,0,2731,2594,273,0,154,300
1583,재량 근로시간제,202606,4주차(06월 22일~06월 28일),00100222,송나윤,S6(차장),서울2,전략기획팀,500,559,536,496,551,0,0,2643,2643,276,0,181,300
1584,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100223,최소율,S3(사원),거제,해양SW2팀,505,493,509,452,441,0,0,2401,2401,215,0,195,300
1585,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100224,황다인,S4(대리),판교,해양SW2팀,496,467,458,526,468,0,0,2415,2415,206,0,283,300
1586,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100225,김시우,수석연구원,구미,경영지원팀,505,502,479,514,506,0,0,2506,2506,193,0,264,300
1587,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100226,권가은,전문연구원,판교,경영지원팀,520,532,516,514,559,0,0,2641,2641,260,0,313,300
1588,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100227,김도윤,S5(과장),구미,Smart Vessel사업팀,488,543,457,499,485,0,0,2473,2473,203,0,122,300
1589,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100228,정도윤,S7(부장),판교,품질팀,461,478,479,542,524,0,0,2483,2483,260,0,165,300
1590,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100229,오윤서,S4(대리),거제,구매팀,457,499,479,438,475,0,0,2347,2347,311,0,305,300
1591,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100230,한서윤,S5(과장),거제,R&D 1팀,497,501,473,560,499,0,0,2531,2531,245,0,256,300
1592,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100231,서윤서,S4(대리),판교,소나개발팀,492,443,505,527,521,0,0,2488,2488,251,0,165,300
1593,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100232,황소율,S5(과장),판교,기구설계팀,498,470,520,515,532,0,0,2535,2535,216,0,88,300
1594,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100233,박도윤,S4(대리),판교,품질팀,532,504,498,530,506,0,0,2569,2569,215,0,189,300
1595,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100234,임재현,S5(과장),판교,R&D 1팀,496,497,496,449,473,0,0,2411,2411,250,0,146,300
1596,재량 근로시간제,202606,4주차(06월 22일~06월 28일),00100235,이태윤,S3(사원),판교,해양SW2팀,447,487,491,487,474,0,0,2386,2386,224,0,359,300
1597,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),00100236,홍다인,S6(차장),판교,전략기획팀,490,504,536,490,504,0,0,2524,2524,304,0,149,300
1598,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),00100237,최민준,S6(차장),구미,해양SW1팀,555,535,526,502,509,0,0,2627,2627,245,0,109,300
1599,"선택적 근로시간제,탄력적 근로시간제",202606,4주차(06월 22일~06월 28일),00100238,임예린,S4(대리),판교,해양SW1팀,511,573,555,548,544,0,0,2731,2731,228,0,181,300
1600,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100239,이하람,S5(과장),구미,품질팀,547,525,490,483,551,0,0,2597,2597,197,0,127,300
1601,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),00100240,구은서,S6(차장),판교,소나개발팀,529,518,502,556,517,0,0,2621,2621,256,0,114,300
1602,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100241,배하윤,S5(과장),거제,소나개발팀,487,494,554,530,499,0,0,2564,2564,187,0,167,300
1603,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100242,정민준,S5(과장),거제,구매팀,469,464,468,465,478,0,0,2344,2344,266,0,152,300
1604,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100243,박다은,S5(과장),판교,소나개발팀,524,496,508,511,470,0,0,2509,2509,254,0,124,300
1605,모성보호대상자,202606,4주차(06월 22일~06월 28일),00100244,권예린,수석연구원,거제,해양SW1팀,525,570,553,518,515,0,0,2681,2681,233,0,193,300
1606,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100245,박현우,책임연구원,판교,품질팀,559,496,505,541,495,0,0,2595,2595,283,0,237,300
1607,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100246,이도윤,S6(차장),거제,경영지원팀,509,575,536,556,584,133,0,2893,2761,202,0,299,300
1608,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),00100247,서나윤,S3(사원),판교,소나개발팀,529,539,529,503,491,0,0,2591,2591,227,0,179,300
1609,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100248,이동현,S4(대리),구미,전략기획팀,531,563,560,558,569,237,0,3019,2782,185,0,194,300
1610,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100249,최가은,S4(대리),판교,전략기획팀,511,596,524,520,525,0,0,2676,2676,183,0,131,300
1611,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100250,권수아,책임연구원,거제,해양SW1팀,528,561,604,555,545,0,0,2793,2793,286,0,170,300
1612,"선택적 근로시간제,탄력적 근로시간제",202606,4주차(06월 22일~06월 28일),00100251,홍윤서,전문연구원,구미,전략기획팀,497,512,483,484,502,247,0,2726,2479,206,0,199,300
1613,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),00100252,신채원,수석연구원,판교,소나개발팀,520,500,463,565,539,0,0,2587,2587,248,0,107,300
1614,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100253,임민준,S4(대리),거제,구매팀,509,500,478,557,529,0,0,2573,2573,272,0,275,300
1615,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100254,이현우,S4(대리),거제,기구설계팀,536,520,530,514,584,0,0,2684,2684,239,0,163,300
1616,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100255,송하람,전문연구원,구미,전략기획팀,531,544,547,546,565,0,0,2733,2733,271,0,303,300
1617,모성보호대상자,202606,4주차(06월 22일~06월 28일),00100256,윤나윤,S4(대리),거제,Smart Vessel사업팀,508,480,526,503,449,259,0,2725,2467,269,0,146,300
1618,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100257,김태윤,S6(차장),거제,구매팀,526,482,430,507,506,0,0,2450,2450,258,0,213,300
1619,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100258,서건우,S5(과장),거제,Smart Vessel사업팀,472,482,496,545,490,0,0,2485,2485,296,0,69,300
1620,모성보호대상자,202606,4주차(06월 22일~06월 28일),00100259,조준서,수석연구원,구미,R&D 1팀,500,440,508,467,470,0,0,2386,2386,253,0,136,300
1621,모성보호대상자,202606,4주차(06월 22일~06월 28일),00100260,안하윤,S3(사원),구미,기구설계팀,536,558,517,555,545,0,0,2711,2711,248,0,167,300
1622,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100261,박하윤,S4(대리),구미,경영지원팀,513,500,487,499,536,0,0,2535,2535,307,0,340,300
1623,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100262,이다은,S4(대리),구미,소나개발팀,527,493,478,536,503,0,0,2537,2537,202,0,61,300
1624,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),00100263,장서윤,선임연구원,거제,전략기획팀,562,509,512,555,515,0,0,2653,2653,289,0,223,300
1625,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100264,장도윤,S3(사원),판교,경영지원팀,551,569,530,572,548,0,0,2771,2771,225,0,438,300
1626,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),00100265,오다인,S4(대리),구미,해양SW1팀,533,546,557,590,523,0,0,2750,2750,191,0,195,300
1627,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100266,구유진,S5(과장),판교,Smart Vessel사업팀,464,461,481,507,534,0,0,2447,2447,191,0,152,300
1628,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100267,안은서,S4(대리),구미,전략기획팀,522,516,519,516,557,0,0,2630,2630,223,0,216,300
1629,모성보호대상자,202606,4주차(06월 22일~06월 28일),00100268,강도윤,S3(사원),구미,해양SW1팀,545,546,555,530,556,0,0,2732,2732,293,0,284,300
1630,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),00100269,이건우,책임연구원,구미,품질팀,514,494,514,487,566,0,0,2575,2575,257,0,102,300
1631,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100270,조나윤,전문연구원,구미,경영지원팀,553,507,466,531,525,0,0,2582,2582,278,0,284,300
1632,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100271,장태윤,S6(차장),판교,경영지원팀,532,554,505,511,532,0,0,2633,2633,219,0,208,300
1633,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100272,배민준,S3(사원),구미,경영지원팀,510,524,533,503,536,0,0,2605,2605,309,0,281,300
1634,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100273,박가은,S5(과장),판교,해양SW2팀,505,459,466,497,493,0,0,2420,2420,247,0,243,300
1635,모성보호대상자,202606,4주차(06월 22일~06월 28일),00100274,서서연,수석연구원,판교,해양SW1팀,522,551,567,545,566,0,0,2751,2751,196,0,222,300
1636,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100275,최가은,S6(차장),서울2,경영지원팀,545,542,473,499,508,0,0,2567,2567,229,0,190,300
1637,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100276,정승우,S3(사원),판교,해양SW2팀,454,479,466,467,434,0,0,2300,2300,181,0,310,300
1638,"선택적 근로시간제,탄력적 근로시간제",202606,4주차(06월 22일~06월 28일),00100277,류현우,수석연구원,거제,기구설계팀,562,595,484,554,521,0,0,2716,2716,288,0,77,300
1639,재량 근로시간제,202606,4주차(06월 22일~06월 28일),00100278,황소율,S4(대리),구미,해양SW1팀,536,496,536,511,552,0,0,2632,2632,211,0,186,300
1640,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),00100279,조予진,S3(사원),구미,R&D 1팀,448,472,482,501,501,0,0,2404,2404,311,0,179,300
1641,"선택적 근로시간제,탄력적 근로시간제",202606,4주차(06월 22일~06월 28일),00100280,장채원,전문연구원,구미,Smart Vessel사업팀,472,548,448,507,454,0,0,2429,2429,299,0,83,300
1642,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),00100281,임하윤,책임연구원,구미,Smart Vessel사업팀,478,525,482,459,475,0,0,2419,2419,195,0,82,300
1643,탄력적 근로시간제,202606,4주차(06월 22일~06월 28일),00100282,권민준,선임연구원,거제,소나개발팀,518,535,492,518,479,0,0,2542,2542,211,0,159,300
1644,재량 근로시간제,202606,4주차(06월 22일~06월 28일),00100283,신다은,전문연구원,구미,R&D 1팀,434,482,482,463,488,94,0,2443,2348,245,0,185,300
1645,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100284,구예린,S4(대리),구미,해양SW1팀,589,578,559,525,570,0,0,2821,2821,310,0,179,300
1646,선택적 근로시간제,202606,4주차(06월 22일~06월 28일),00100285,장예린,S3(사원),판교,Smart Vessel사업팀,502,492,544,503,515,0,0,2556,2556,257,0,197,300
