No.,구분,년월,주차,사번,이름,직급,사업장,부서명,월,화,수,목,금,토,일,주확정근무시간,평일확정근무시간,법정휴게시간,비업무_기타,비업무,비업무(중식)
1014,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200005,임현우,부사장,구미,품질팀,743,303,640,767,665,0,0,3118,3118,181,0,170,300
1015,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200006,김가은,전무,판교,해양SW1팀,725,464,555,331,590,0,0,2665,2665,202,0,54,300
1016,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200007,류시온,전무,거제,경영지원팀,556,518,640,749,644,0,0,3107,3107,302,0,169,300
1017,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200008,서건우,상무,거제,구매팀,293,524,597,608,497,0,0,2519,2519,233,0,155,300
1018,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200009,안서연,전문연구원,서울2,전략기획팀,442,373,615,794,409,0,0,2633,2633,254,0,118,300
1019,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200010,배재현,S6(차장),판교,해양SW1팀,561,476,940,494,498,0,0,2969,2969,202,0,73,300
1020,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200011,윤소율,S7(부장),거제,구매팀,466,332,313,644,645,0,0,2400,2400,311,0,131,300
1021,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200012,장은서,S6(차장),거제,경영지원팀,293,717,744,575,418,213,0,2960,2747,290,0,102,300
1022,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200013,구하람,S6(차장),거제,기구설계팀,479,850,405,812,380,0,0,2927,2927,259,0,52,300
1023,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200014,장민준,전문연구원,거제,구매팀,527,865,461,349,404,0,0,2606,2606,231,0,80,300
1024,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200015,황가은,S3(사원),서울2,전략기획팀,422,496,515,826,505,212,0,2977,2764,200,0,114,300
1025,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200016,안시온,책임연구원,판교,기구설계팀,334,421,593,577,441,0,35,2401,2365,239,0,127,300
1026,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200017,임동현,전문연구원,거제,R&D 1팀,577,694,484,599,581,159,0,3094,2935,303,0,169,300
1027,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200018,장승우,S5(과장),거제,Smart Vessel사업팀,542,763,365,539,783,0,107,3100,2993,305,0,43,300
1028,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200019,박수아,책임연구원,서울2,해양SW1팀,605,450,397,625,788,0,0,2864,2864,226,0,93,300
1029,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200020,정승우,수석연구원,구미,품질팀,760,635,443,625,430,0,0,2893,2893,259,0,118,300
1030,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200021,박준서,책임연구원,구미,Smart Vessel사업팀,535,722,640,514,528,0,0,2938,2938,274,0,100,300
1031,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200022,장성민,S4(대리),구미,전략기획팀,630,664,335,691,628,167,0,3115,2948,299,0,70,300
1032,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200023,구지민,S3(사원),거제,품질팀,754,407,399,615,355,0,0,2530,2530,181,0,98,300
1033,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200024,임유진,S5(과장),거제,경영지원팀,618,850,351,613,397,0,0,2829,2829,272,0,130,300
1034,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200025,안민재,S5(과장),서울2,해양SW1팀,412,698,584,373,677,0,0,2743,2743,304,0,48,300
1035,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200026,서민준,S5(과장),거제,해양SW1팀,381,580,545,634,643,0,0,2783,2783,183,0,89,300
1036,모성보호대상자,202607,1주차(06월 29일~07월 05일),00200027,오성민,책임연구원,판교,구매팀,460,524,332,606,691,227,0,2841,2614,302,0,46,300
1037,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200028,한나윤,책임연구원,구미,소나개발팀,388,487,635,421,686,0,0,2617,2617,211,0,157,300
1038,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200029,류시우,S5(과장),거제,Smart Vessel사업팀,533,502,536,520,459,0,0,2550,2550,305,0,36,300
1039,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200030,권우진,S3(사원),구미,R&D 1팀,349,782,455,720,768,0,0,3075,3075,193,0,23,300
1040,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200031,조예린,S6(차장),거제,Smart Vessel사업팀,531,443,471,810,721,0,0,2975,2975,216,0,33,300
1041,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200032,권준서,S3(사원),서울2,R&D 1팀,638,661,692,517,472,130,0,3110,2980,285,0,32,300
1042,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200033,조지민,S5(과장),구미,소나개발팀,513,469,724,700,362,0,0,2768,2768,268,0,136,300
1043,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200034,송민재,S3(사원),구미,해양SW1팀,639,569,489,512,629,264,0,3103,2839,237,0,59,300
1044,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200035,강건우,수석연구원,구미,구매팀,459,745,439,941,458,0,0,3041,3041,298,0,136,300
1045,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200036,한하람,S5(과장),구미,구매팀,807,587,395,482,710,0,0,2981,2981,274,0,145,300
1046,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200037,최다은,S5(과장),판교,R&D 1팀,727,709,446,351,673,0,193,3099,2906,211,0,152,300
1047,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200038,신예린,S4(대리),판교,Smart Vessel사업팀,476,512,503,559,426,286,0,2764,2477,237,0,130,300
1048,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200039,송다은,선임연구원,판교,품질팀,346,559,604,559,641,0,90,2800,2710,239,0,51,300
1049,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200040,류현우,S3(사원),거제,기구설계팀,810,515,852,422,331,0,0,2930,2930,311,0,115,300
1050,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200041,최서윤,S6(차장),구미,R&D 1팀,515,642,458,601,274,0,0,2489,2489,186,0,89,300
1051,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200042,홍재현,S3(사원),판교,소나개발팀,922,384,776,571,468,0,0,3120,3120,292,0,72,300
1052,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200043,임동현,S5(과장),거제,기구설계팀,476,442,409,670,836,0,133,2966,2833,189,0,156,300
1053,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200044,장민재,S3(사원),구미,기구설계팀,716,476,497,388,788,0,0,2865,2865,185,0,103,300
1054,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200045,임소율,선임연구원,구미,소나개발팀,341,593,512,555,664,0,0,2665,2665,286,0,34,300
1055,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200046,한다인,S3(사원),거제,R&D 1팀,547,368,702,721,632,0,0,2969,2969,253,0,108,300
1056,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200047,한다은,S6(차장),구미,전략기획팀,590,617,590,535,477,196,0,3004,2808,234,0,21,300
1057,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200048,배가은,S6(차장),서울2,구매팀,428,382,784,371,791,0,191,2948,2757,256,0,96,300
1058,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200049,이서윤,수석연구원,구미,기구설계팀,629,631,590,863,404,0,0,3116,3116,275,0,129,300
1059,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200050,최나윤,수석연구원,판교,기구설계팀,602,400,554,509,581,143,0,2790,2647,310,0,152,300
1060,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200051,송윤서,S7(부장),거제,품질팀,586,791,533,511,697,0,0,3118,3118,200,0,104,300
1061,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200052,강소율,S3(사원),판교,소나개발팀,385,683,514,700,743,94,0,3120,3026,193,0,49,300
1062,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200053,김서윤,S3(사원),거제,해양SW1팀,643,451,709,608,439,0,88,2938,2849,193,0,114,300
1063,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200054,윤민재,S6(차장),거제,품질팀,391,760,596,760,579,0,0,3087,3087,198,0,49,300
1064,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200055,배은서,S6(차장),구미,해양SW1팀,548,527,713,694,367,272,0,3121,2849,286,1,68,300
1065,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200056,장하람,수석연구원,구미,해양SW1팀,539,497,458,508,580,292,209,3083,2582,257,0,151,300
1066,모성보호대상자,202607,1주차(06월 29일~07월 05일),00200057,강도윤,S5(과장),구미,품질팀,848,650,587,524,454,0,0,3063,3063,278,0,168,300
1067,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200058,홍동현,S6(차장),판교,R&D 1팀,733,688,323,369,637,177,0,2927,2750,283,0,115,300
1068,재량 근로시간제,202607,1주차(06월 29일~07월 05일),00200059,황하은,S3(사원),거제,소나개발팀,698,689,449,514,525,64,0,2938,2874,185,0,128,300
1069,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200060,구가은,선임연구원,판교,R&D 1팀,519,536,629,486,702,0,125,2997,2872,202,0,123,300
1070,모성보호대상자,202607,1주차(06월 29일~07월 05일),00200061,한준서,책임연구원,거제,해양SW2팀,600,608,858,440,568,0,0,3073,3073,297,0,145,300
1071,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200062,황나윤,S4(대리),거제,경영지원팀,513,628,410,532,400,194,0,2677,2482,208,0,77,300
1072,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200063,오민재,S3(사원),구미,구매팀,759,565,724,392,368,0,0,2809,2809,194,0,155,300
1073,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200064,송건우,전문연구원,구미,해양SW1팀,384,530,742,739,355,0,153,2903,2750,251,0,176,300
1074,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200065,송다은,S3(사원),서울2,Smart Vessel사업팀,490,594,662,525,634,0,0,2905,2905,224,0,166,300
1075,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200066,서태윤,전문연구원,구미,전략기획팀,510,628,721,356,428,0,0,2642,2642,213,0,58,300
1076,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200067,안재현,S5(과장),판교,R&D 1팀,579,700,628,472,592,0,0,2970,2970,226,0,39,300
1077,"선택적 근로시간제,탄력적 근로시간제",202607,1주차(06월 29일~07월 05일),00200068,임도윤,S3(사원),구미,구매팀,373,488,576,401,681,0,0,2519,2519,309,0,108,300
1078,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200069,임현우,S7(부장),구미,해양SW2팀,374,530,609,660,329,0,0,2503,2503,289,0,76,300
1079,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200070,전하람,S4(대리),구미,구매팀,521,545,341,681,386,0,98,2572,2474,232,0,61,300
1080,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200071,강서연,책임연구원,판교,품질팀,873,497,734,543,395,0,0,3042,3042,255,0,103,300
1081,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200072,최민준,S3(사원),구미,R&D 1팀,725,731,721,391,473,0,0,3041,3041,214,0,56,300
1082,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200073,송하윤,전문연구원,구미,Smart Vessel사업팀,435,422,757,475,383,248,0,2721,2473,199,0,110,300
1083,재량 근로시간제,202607,1주차(06월 29일~07월 05일),00200074,황재현,S6(차장),구미,해양SW2팀,432,580,605,748,692,0,0,3056,3056,244,0,41,300
1084,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200075,홍소율,수석연구원,구미,Smart Vessel사업팀,605,386,420,655,697,212,0,2976,2764,244,0,68,300
1085,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200076,윤성민,S4(대리),구미,경영지원팀,474,567,725,704,382,140,0,2992,2852,221,0,164,300
1086,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200077,박지훈,S7(부장),서울2,경영지원팀,574,840,544,380,783,0,0,3121,3121,286,1,116,300
1087,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200078,장우진,전문연구원,판교,Smart Vessel사업팀,653,755,377,469,339,0,0,2593,2593,257,0,28,300
1088,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200079,한시온,S3(사원),거제,구매팀,425,388,818,382,855,0,0,2868,2868,274,0,74,300
1089,모성보호대상자,202607,1주차(06월 29일~07월 05일),00200080,윤성민,S5(과장),구미,해양SW1팀,568,575,455,578,256,0,0,2432,2432,253,0,70,300
1090,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200081,조하윤,S7(부장),거제,품질팀,595,590,456,870,499,0,0,3009,3009,267,0,132,300
1091,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200082,신수아,S5(과장),거제,전략기획팀,380,481,655,581,818,0,0,2915,2915,286,0,91,300
1092,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200083,장하윤,S4(대리),구미,Smart Vessel사업팀,475,575,313,543,627,251,58,2842,2533,291,0,73,300
1093,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200084,송소율,S5(과장),구미,기구설계팀,472,831,385,485,521,269,0,2962,2693,187,0,112,300
1094,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200085,서서연,S4(대리),거제,전략기획팀,632,545,690,458,675,0,0,3001,3001,227,0,80,300
1095,재량 근로시간제,202607,1주차(06월 29일~07월 05일),00200086,최시온,S5(과장),거제,품질팀,809,596,545,452,516,145,0,3064,2918,218,0,113,300
1096,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200087,오윤서,수석연구원,거제,R&D 1팀,639,653,565,694,439,109,0,3100,2990,241,0,43,300
1097,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200088,장건우,S3(사원),판교,구매팀,747,439,361,641,672,0,0,2860,2860,266,0,144,300
1098,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200089,황하람,S3(사원),거제,전략기획팀,412,806,709,553,469,0,0,2949,2949,205,0,133,300
1099,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200090,배수아,S4(대리),판교,소나개발팀,610,436,401,829,568,0,0,2844,2844,223,0,85,300
1100,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200091,장가은,S4(대리),판교,해양SW2팀,443,865,590,522,611,0,0,3031,3031,251,0,32,300
1101,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200092,최하윤,S3(사원),거제,해양SW2팀,476,493,780,394,524,0,0,2666,2666,217,0,37,300
1102,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200093,전시우,S4(대리),서울2,해양SW2팀,721,390,443,433,514,0,0,2500,2500,266,0,84,300
1103,모성보호대상자,202607,1주차(06월 29일~07월 05일),00200094,배지민,S7(부장),거제,Smart Vessel사업팀,792,825,361,460,433,0,0,2870,2870,185,0,128,300
1104,재량 근로시간제,202607,1주차(06월 29일~07월 05일),00200095,강우진,S3(사원),서울2,기구설계팀,722,827,335,506,684,0,0,3075,3075,185,0,126,300
1105,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200096,한성민,선임연구원,거제,경영지원팀,677,299,629,387,740,0,0,2732,2732,243,0,49,300
1106,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200097,장도윤,S4(대리),구미,경영지원팀,855,587,590,368,377,0,0,2778,2778,244,0,170,300
1107,재량 근로시간제,202607,1주차(06월 29일~07월 05일),00200098,장다인,S6(차장),구미,해양SW1팀,815,702,547,555,359,0,0,2978,2978,204,0,67,300
1108,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200099,임다은,S3(사원),거제,기구설계팀,773,650,718,382,439,99,0,3060,2961,235,0,25,300
1109,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200100,배나윤,S6(차장),판교,구매팀,502,759,583,368,674,0,126,3013,2887,255,0,97,300
1110,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200101,안동현,선임연구원,구미,전략기획팀,525,355,889,489,851,0,0,3109,3109,194,0,136,300
1111,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200102,송예린,S5(과장),구미,품질팀,514,407,691,856,446,206,0,3120,2914,283,0,93,300
1112,"선택적 근로시간제,탄력적 근로시간제",202607,1주차(06월 29일~07월 05일),00200103,홍재현,S7(부장),거제,R&D 1팀,493,729,491,613,378,217,159,3080,2704,289,0,95,300
1113,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200104,조서윤,책임연구원,구미,해양SW2팀,315,665,521,625,494,0,0,2620,2620,299,0,152,300
1114,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200105,장시온,S5(과장),구미,R&D 1팀,398,805,323,506,665,0,199,2896,2697,191,0,88,300
1115,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200106,송준서,S3(사원),구미,품질팀,711,551,337,780,703,0,0,3082,3082,193,0,173,300
1116,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200107,정지민,S3(사원),판교,R&D 1팀,364,773,439,646,674,146,47,3089,2896,221,0,156,300
1117,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200108,장나윤,전문연구원,구미,전략기획팀,655,485,385,792,655,144,0,3117,2973,181,0,38,300
1118,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200109,구성민,책임연구원,구미,해양SW1팀,445,481,569,731,637,77,179,3121,2864,242,1,25,300
1119,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200110,강하윤,S3(사원),구미,해양SW1팀,372,614,581,443,745,141,148,3044,2756,190,0,46,300
1120,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200111,김나윤,S5(과장),거제,전략기획팀,511,561,335,632,522,221,0,2783,2561,287,0,113,300
1121,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200112,권민재,S4(대리),판교,품질팀,605,467,656,646,431,0,209,3013,2804,312,0,133,300
1122,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200113,이하람,S3(사원),구미,품질팀,562,317,754,388,683,239,0,2942,2703,218,0,22,300
1123,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200114,한서연,S3(사원),구미,Smart Vessel사업팀,668,599,673,479,552,0,51,3022,2971,262,0,79,300
1124,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200115,신서윤,S3(사원),판교,해양SW2팀,904,431,431,403,923,0,0,3091,3091,214,0,178,300
1125,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200116,조가은,S3(사원),구미,해양SW1팀,398,310,548,686,556,0,0,2499,2499,228,0,177,300
1126,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200117,오다은,S3(사원),판교,구매팀,346,647,658,583,374,0,0,2607,2607,257,0,83,300
1127,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200118,전하람,선임연구원,서울2,경영지원팀,721,428,826,757,387,0,0,3119,3119,193,0,151,300
1128,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200119,박성민,S3(사원),판교,해양SW2팀,639,758,593,579,551,0,0,3119,3119,305,0,118,300
1129,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200120,강다은,S7(부장),판교,전략기획팀,541,592,831,429,562,0,0,2954,2954,307,0,22,300
1130,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200121,김하윤,S6(차장),판교,해양SW2팀,700,837,477,444,503,0,0,2962,2962,275,0,155,300
1131,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200122,서민준,S6(차장),구미,기구설계팀,737,731,342,472,626,167,44,3120,2908,197,0,60,300
1132,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200123,황지민,S5(과장),판교,경영지원팀,484,430,518,698,571,258,0,2959,2701,247,0,27,300
1133,재량 근로시간제,202607,1주차(06월 29일~07월 05일),00200124,권태윤,S3(사원),거제,해양SW1팀,400,809,394,775,394,0,0,2772,2772,293,0,151,300
1134,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200125,한건우,S6(차장),구미,전략기획팀,557,677,628,458,553,0,0,2872,2872,269,0,137,300
1135,"선택적 근로시간제,탄력적 근로시간제",202607,1주차(06월 29일~07월 05일),00200126,송재현,선임연구원,거제,Smart Vessel사업팀,825,466,692,339,746,0,0,3068,3068,193,0,119,300
1136,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200127,박승우,전문연구원,구미,기구설계팀,619,697,616,441,636,0,0,3008,3008,249,0,118,300
1137,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200128,전하람,S6(차장),판교,구매팀,339,353,461,596,718,0,0,2467,2467,282,0,143,300
1138,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200129,김재현,S5(과장),판교,해양SW1팀,522,586,643,665,602,0,0,3018,3018,284,0,123,300
1139,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200130,김도윤,S5(과장),거제,해양SW1팀,673,361,315,687,457,0,0,2493,2493,180,0,48,300
1140,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200131,최윤서,S7(부장),판교,Smart Vessel사업팀,550,611,515,539,905,0,0,3121,3121,208,1,91,300
1141,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200132,한다인,S7(부장),서울2,기구설계팀,575,366,588,644,666,0,0,2839,2839,190,0,138,300
1142,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200133,신도윤,S7(부장),구미,구매팀,478,374,886,551,513,0,0,2803,2803,274,0,143,300
1143,모성보호대상자,202607,1주차(06월 29일~07월 05일),00200134,최하람,S5(과장),구미,전략기획팀,607,433,476,637,472,0,0,2624,2624,238,0,103,300
1144,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200135,조태윤,S6(차장),거제,경영지원팀,730,302,478,494,475,0,0,2479,2479,257,0,179,300
1145,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200136,임채원,S7(부장),거제,R&D 1팀,509,637,511,593,807,0,0,3058,3058,247,0,151,300
1146,재량 근로시간제,202607,1주차(06월 29일~07월 05일),00200137,류서연,수석연구원,구미,품질팀,355,715,614,657,419,224,134,3119,2761,241,0,44,300
1147,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200138,최가은,S4(대리),구미,R&D 1팀,489,491,571,790,463,0,0,2804,2804,189,0,164,300
1148,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200139,권은서,전문연구원,구미,전략기획팀,329,481,719,698,657,142,0,3026,2884,270,0,131,300
1149,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200140,서민준,전문연구원,판교,Smart Vessel사업팀,326,626,540,601,514,208,0,2814,2606,286,0,77,300
1150,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200141,안수아,S4(대리),구미,소나개발팀,500,803,767,442,416,0,0,2928,2928,194,0,38,300
1151,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200142,조소율,책임연구원,구미,Smart Vessel사업팀,607,636,937,416,464,0,0,3059,3059,310,0,163,300
1152,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200143,구다인,수석연구원,거제,R&D 1팀,574,539,899,642,446,0,0,3099,3099,277,0,23,300
1153,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200144,조하람,전문연구원,거제,R&D 1팀,805,664,579,461,572,0,0,3082,3082,295,0,83,300
1154,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200145,장다은,S3(사원),구미,Smart Vessel사업팀,848,700,341,364,841,0,0,3094,3094,286,0,89,300
1155,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200146,장지훈,S3(사원),거제,전략기획팀,648,412,370,635,431,0,0,2496,2496,308,0,154,300
1156,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200147,류채원,수석연구원,구미,R&D 1팀,804,460,786,564,382,0,0,2995,2995,269,0,62,300
1157,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200148,송은서,S5(과장),거제,소나개발팀,694,671,566,469,669,0,0,3070,3070,205,0,91,300
1158,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200149,서유진,S5(과장),구미,해양SW2팀,928,436,626,389,442,0,194,3016,2822,294,0,83,300
1159,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200150,강준서,S5(과장),구미,전략기획팀,624,587,320,359,641,0,0,2531,2531,211,0,85,300
1160,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200151,권유진,S5(과장),구미,품질팀,434,778,363,711,694,140,0,3121,2980,187,1,170,300
1161,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200152,류채원,S3(사원),판교,Smart Vessel사업팀,489,550,476,802,634,0,0,2951,2951,246,0,104,300
1162,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200153,배동현,전문연구원,판교,경영지원팀,376,437,675,487,656,0,0,2631,2631,265,0,28,300
1163,재량 근로시간제,202607,1주차(06월 29일~07월 05일),00200154,서유진,S3(사원),구미,R&D 1팀,784,545,397,436,761,0,0,2923,2923,224,0,85,300
1164,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200155,안성민,선임연구원,거제,경영지원팀,610,617,854,496,360,0,0,2936,2936,223,0,146,300
1165,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200156,윤소율,S3(사원),구미,전략기획팀,741,446,901,461,482,0,0,3031,3031,226,0,173,300
1166,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200157,임민준,S4(대리),서울2,해양SW2팀,740,568,427,537,722,0,0,2994,2994,297,0,149,300
1167,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200158,구다인,선임연구원,서울2,품질팀,530,374,637,850,374,254,44,3063,2764,289,0,22,300
1168,재량 근로시간제,202607,1주차(06월 29일~07월 05일),00200159,전하람,S6(차장),거제,해양SW2팀,632,583,650,530,659,0,0,3053,3053,211,0,79,300
1169,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200160,임하윤,S3(사원),구미,해양SW1팀,655,504,751,508,575,0,127,3120,2993,311,0,176,300
1170,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200161,정태윤,S5(과장),구미,기구설계팀,464,710,444,683,639,61,0,3001,2940,268,0,106,300
1171,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200162,최우진,S6(차장),거제,소나개발팀,463,726,635,551,687,0,0,3063,3063,268,0,48,300
1172,재량 근로시간제,202607,1주차(06월 29일~07월 05일),00200163,장승우,전문연구원,판교,경영지원팀,464,711,935,402,388,94,0,2995,2900,307,0,131,300
1173,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200164,황현우,S7(부장),구미,기구설계팀,592,650,662,382,296,0,143,2726,2582,308,0,92,300
1174,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200165,김다은,수석연구원,구미,해양SW1팀,643,618,551,737,310,172,0,3031,2859,260,0,29,300
1175,탄력적 근로시간제,202607,1주차(06월 29일~07월 05일),00200166,윤동현,S4(대리),판교,기구설계팀,665,404,683,563,536,0,0,2851,2851,306,0,95,300
1176,선택적 근로시간제,202607,1주차(06월 29일~07월 05일),00200167,전윤서,S3(사원),구미,Smart Vessel사업팀,623,569,389,688,608,0,0,2877,2877,237,0,118,300
